team_id,window,games,win,opp,modal_h100,distinct400,subs,from_,cows,sheep,geese,straw,wheat,melon,carrot,tomato,hands,care,fert,money,team_name,rank,group,o
16658554,C0,50,0.86,2268.377586867638,0.98,0.74,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,405.0,116.0,94496.0,Pai,121,silver,5
16622459,C0,50,0.84,2259.4282805683665,0.94,0.78,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,405.0,110.0,96852.5,Munal Singh,122,silver,5
16730761,F,50,0.74,1337.6801202476108,0.86,0.42,2,08-27,10.0,4.0,0.0,34.0,127.0,20.0,6.0,0.0,12.0,318.0,64.0,95660.0,ElephtAI,227,silver,0
16730761,L,50,0.64,2891.1440915492935,0.92,0.62,2,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,105.0,99437.5,ElephtAI,227,silver,4
16730761,C0,50,0.96,2281.5941452906145,0.94,0.7,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,103.0,99151.5,ElephtAI,227,silver,5
16879253,C0,50,0.9,2168.9745989507674,0.96,0.78,1,09-14,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,405.0,118.0,95980.0,Bldr2,250,silver,5
16741542,C0,50,0.96,2029.751195023541,0.98,0.68,1,09-12,8.0,6.0,2.0,33.0,163.0,12.0,31.0,0.0,12.0,338.0,95.0,100482.5,let cats farm,251,silver,5
16626191,C0,50,0.9,2094.0915956252466,1.0,0.78,1,09-15,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,405.0,116.0,102818.0,kevin park,252,silver,5
16848532,C0,50,0.84,2150.709162963864,0.98,0.8,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,99.5,110276.5,peppersaltman,400,silver,5
16765807,C0,50,0.86,1938.1193668439905,0.98,0.76,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,102.5,105322.5,Win Suthar,401,silver,5
16810299,C0,50,0.82,2125.4092618560835,0.98,0.8,1,09-14,6.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,405.0,110.0,106474.0,spencersi123,402,silver,5
16731186,C0,50,0.9,2099.3210509232754,1.0,0.46,1,09-13,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,405.0,91.0,105926.5,Naru041104,470,bronze,5
16657100,C0,50,0.86,2188.656225667595,0.96,0.74,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,405.0,115.5,102570.5,Jacky Chan,473,bronze,5
16880773,C0,50,0.76,2185.4404730837114,0.98,0.64,1,09-15,8.0,6.0,3.0,33.0,163.0,12.0,31.0,0.0,12.0,417.0,98.0,105283.0,最强扫地僧,600,bronze,5
16683936,C0,50,0.86,2130.2802463790513,0.98,0.76,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,104.5,112238.5,Cyrus,601,bronze,5
16802867,C0,50,0.92,2057.147665666634,1.0,0.62,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,96.0,109357.0,matcha110,602,bronze,5
16761744,C0,50,0.72,2113.734797864397,0.98,0.64,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,103.0,99677.0,Daiki Takahashi,750,bronze,5
16809332,C0,50,0.9,2007.9625422440708,0.94,0.74,1,09-15,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,99.0,113235.5,ansheng jhang,751,bronze,5
16888254,C0,50,0.68,2154.306962451962,1.0,0.6,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,106.0,103913.0,CaliforniaDog,752,bronze,5
16633944,C0,50,0.62,2077.6087324947193,0.96,0.64,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,103.0,111330.5,Toru59er,881,bronze,5
16730720,C0,50,0.8,2020.8375135653791,0.92,0.8,1,09-14,8.0,6.0,3.0,33.0,162.0,12.0,31.0,0.0,12.0,417.0,105.5,101990.5,broccoli,882,bronze,5
